Date,ABDN.L,ABN.AS,ACA.PA,AGN.AS,AJB.L,ALLFG.AS,ALV.DE,ASHM.L,AT1.DE,AV.L,AZM.MI,BALD-B.ST,BAMI.MI,BARC.L,BBOX.L,BBVA.MC,BEZ.L,BLND.L,BMED.MI,BNP.PA,BPE.MI,BPT.L,CABK.MC,CAST.ST,CBG.L,CBK.DE,CHRY.L,COL.MC,CORE-B.ST,CREI.L,CS.PA,CSN.L,DBK.DE,EMG.L,EQT.ST,ESP.L,FABG.ST,FBK.MI,FCH.L,FOXT.L,G.MI,GLE.PA,GPE.L,GRI.L,GROW.L,HSBA.L,HSX.L,ICG.L,III.L,INGA.AS,INTRUM.ST,INVE-B.ST,INVP.L,IPO.L,ISP.MI,IWG.L,JUP.L,KINV-B.ST,LAND.L,LGEN.L,LI.PA,LLOY.L,LMP.L,LOGI-B.ST,LSEG.L,MAP.MC,MRL.MC,N91.L,NDA-FI.HE,NDA-SE.ST,NN.AS,NRR.L,NWG.L,OSB.L,PCTN.L,PHNX.L,PHP.L,PRSR.L,PRU.L,QLT.L,SAB.MC,SAN.MC,SDR.L,SEB-A.ST,SGRO.L,SHB-A.ST,SHC.L,SOHO.L,SRE.L,SREI.L,SREN.SW,SSIT.L,STJ.L,STOR-B.ST,SUPR.L,SWED-A.ST,TCAP.L,THRL.L,UBSG.SW,UCG.MI,UNI.MC,UTG.L,VEFAB.ST,VNA.DE,WALL-B.ST,YCA.L
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,0.07464019044984171,-0.0029631800896865977,0.02149192147078681,0.05324573071316814,0.0,0.0,-0.013229389779492229,-0.15068778090377177,-0.0957437229018143,-0.04687532024669308,0.019862876311531608,-0.030577374657714877,-0.3080103763397869,0.015925307931404564,-0.05114089220723113,-0.022261574056638256,-0.07498334884952326,-0.018668202995272075,-0.16762407876992275,0.08329001624262312,-0.1450094337363714,0.0,-0.0828949169165302,-0.12204249952893875,-0.0781736662972848,0.14916892473063087,0.0,-0.1945833574317779,0.0,0.0962895875855258,0.07169974272986586,0.22584256692546917,0.09259658592418162,-0.023437549855417822,0.0,0.0396116170007759,-0.04881443083422235,7.275797813664775e-05,0.0,0.012417302028861196,0.06307521138030325,0.016044195843418,-0.0030100754631258164,-0.006071453437491166,0.009029069572761096,-0.026629215114224697,-0.06985971266935162,0.011569597187728237,-0.16274982500445892,-0.10817789349299159,-0.045641347753116436,-0.03314327115113838,-0.19109805259203183,0.10413550885627033,-0.03353825510852973,-0.03779298392086451,0.03734303830320125,-0.13145853357034976,-0.03757205026270357,0.018421798528735822,-0.08572153810929128,0.08353320323891993,0.006951199361681169,0.0,0.03815927138977617,-0.006553295938632235,-0.06100313501464806,0.0,-0.016417196343506774,-0.02965653256569806,0.02082120652339909,0.0226471127076955,0.16972245554604753,-0.11944144224721227,0.015256791415320985,-0.05211261873961974,-0.1310674204700949,0.0,0.04075239256723333,0.0,-0.18476561365582672,0.047772644783351595,-0.03331076755212911,-0.07396825057145348,-0.013749295212010133,-0.007934641770382972,-0.03347798303175806,0.0,-0.0783210681610799,0.021745347963838355,-0.040157200112105135,0.0,0.1376638489501189,0.0,0.0,0.05848354696444094,0.034231862459971285,-0.022255470697932003,0.01945354277369546,0.0014864582068652432,0.0,-0.049005985307925215,0.0,-0.13266851467678353,-0.025183068127928913,0.0
2017-02-28,0.03941374425810514,0.003901410158499999,0.02006391295576619,0.036561861131945164,0.0,0.0,-0.041192044502010444,-0.15764266960411127,-0.08851538344033719,-0.09428412738415058,-0.03788346998091912,-0.00978676153628065,-0.3664364451799237,0.0007726428174830158,-0.04365719359682998,-0.016988919098604602,-0.11857266525863518,-0.026368394947289375,-0.16702470571452616,0.08510877028657549,-0.19021869054367407,0.0,-0.05976366370166374,-0.12620133670104258,-0.08190356162324815,0.1473271990640388,0.0,-0.14929442444119306,0.0,0.09825136149444536,0.06556529694049312,0.24612179056482558,0.09408633924346774,-0.131652033635368,0.0,0.04786579691880423,-0.059820588680171635,0.0021350934961131135,0.0,-0.08124389782480296,0.03690242798511511,0.011824247195961507,-0.02528511659526015,-0.045883859095731505,0.008776442335221825,-0.03078360603916322,-0.09012020312172177,0.0034648204660224224,-0.18679353320547837,-0.11984648907595583,-0.06923574842817612,-0.03683684828373985,-0.22275699566484497,0.08441138114395567,-0.056237236616591024,0.02847389042037296,0.025707553239520543,-0.15177379061929766,-0.04151918308284519,-0.002049815818641096,-0.10496389776516155,0.04205294459505783,-0.008063498860815685,0.0,0.0029288480142766887,-0.008040370333954855,-0.06846682900500559,0.0,-0.028484925515716138,-0.035449583138358026,0.01598445638726878,0.03931419337237205,0.15791886196428126,-0.1207010147588734,0.03964661295984594,-0.06409826301964122,-0.1103523867990762,0.0,0.00807621742334265,0.0,-0.22113314983961163,0.061791245995216196,-0.045828840648809765,-0.0731995450846812,-0.019142901659396472,-0.030917113163670754,-0.049236719622874334,0.0,-0.07808884699572662,0.020451138508084332,-0.052294314940217426,0.0,0.07356464421649918,0.0,0.0,0.048445735069995555,-0.03333952357749233,-0.025672396106247705,0.005025338806135732,0.023188108344694036,0.0,-0.05918843858804222,0.0,-0.13740765153111276,-0.01993331293170631,0.0
2017-03-31,0.04826574624633326,0.007490775066345663,0.038317633676971705,0.07325927850225336,0.0,0.0,-0.037425353391691264,-0.15536762325411663,-0.10098378944007481,-0.06038822289762914,-0.022640485314766666,-0.0238929681259267,-0.14334462591182145,0.04015151017322979,-0.04438280948558866,-0.007330428252305829,-0.13536393313419948,-0.031016465511662497,-0.1724426356648573,0.0989504407878701,-0.13319991477925186,0.0,-0.00468308628604696,-0.09751130081244427,-0.05342569904577624,0.19046328202382928,0.0,-0.15566621725807256,0.0,0.10989743726809839,0.06458892644341262,0.31154351949044945,0.11713048424597841,-0.09642274021702862,0.0,0.05177476699055959,-0.05972632426914094,0.014396627443812163,0.0,-0.0767313933072031,0.03953557308393258,0.03193942940297332,-0.030566397921006794,-0.04879611095355113,0.009371019971865594,-0.016802908213143508,-0.08487579002533319,0.011932913105178314,-0.1812637690678221,-0.07796471848320173,-0.055996045547631004,-0.005408688895563847,-0.20561289721482393,0.10448801362586321,-0.011574036981829905,0.06340364467314308,0.03932167761381911,-0.10646366079305929,-0.06012980353398867,0.016324202939983143,-0.10812344287617144,0.06576248327537008,-0.005205318279398179,0.0,0.00980849110908004,-0.02025011682476832,-0.07738283555508799,0.0,0.017139744231816946,0.017387888407719744,0.02972715675630626,0.03189623467239703,0.22439734579163664,-0.12446412997417354,0.0343845458276065,-0.04028430892257211,-0.09609131857396783,0.0,0.018442376206737388,0.0,-0.2210086873349264,0.09367147778608842,-0.023138386950755666,-0.03701550097921397,-0.008673281888352605,0.0032892151722901594,-0.06753743624700442,0.0,-0.08145690536020159,0.03710404262002879,-0.031403333058584754,0.0,0.0537719870194446,0.0,0.0,0.08522101707178031,-0.015795534902094843,-0.017368652044459188,0.03913694766016251,0.06439168246727915,0.0,-0.058020116268624015,0.0,-0.1296386739272627,0.0013293257827311292,0.0
2017-04-30,0.05100580454356396,0.016536319291577926,0.04086834667036025,0.07506509806299326,0.0,0.0,-0.03387993319109149,-0.16167261930566265,-0.10495701536660554,-0.05852302748083596,-0.02225032080717626,-0.031601678949418226,-0.14137422381828238,0.004105980313628466,-0.04799583627182039,-0.019234887436120465,-0.1340881500605296,-0.039094028786069664,-0.16811993045096266,0.08714926385235791,-0.11490699867682834,0.0,0.017608995916652166,-0.11462004070090759,-0.05788040564093823,0.19698577282700885,0.0,-0.1510455404816608,0.0,0.10065913373863472,0.06126017159593124,0.3033988178973581,0.10552340241114887,-0.0962023634170732,0.0,0.05062940372631232,-0.07126733923095366,0.020482089679743534,0.0,-0.07650887020781626,0.02968413851399778,0.03717277106810582,-0.04764916047574446,-0.049468811850576666,0.00936199758758691,-0.02117500039008216,-0.091872085853552,0.0013301650222410089,-0.19634940591651162,-0.07448287812815467,-0.04922857783838961,-0.0027018743503140485,-0.19421574688743046,0.08687878671279439,-0.016074319075593285,0.06280194803021931,0.034661257854137824,-0.1123902875405796,-0.07162457002117775,0.01384270732744225,-0.1187118357193939,0.07294478924808115,-0.011723274784142979,0.0,0.00812880582837787,-0.04238287263475582,-0.07513289556428347,0.0,0.04294469739701642,0.047903358209135244,0.03211391101403387,0.028202520014243254,0.26276883551719765,-0.11754562428944619,0.04147781625650597,-0.04524069937420405,-0.10139284415024233,0.0,0.013209509113438406,0.0,-0.21967946259563978,0.09934011870154796,-0.028175725819742842,-0.025482650104619683,-0.018961450975380628,0.01809301128889316,-0.08534231252421225,0.0,-0.0825558424654735,0.04313279627839346,-0.03019345716712027,0.0,0.0565349099502656,0.0,0.0,0.09408369868401764,-0.024958054841900827,-0.0026081669640387875,0.0566721247607598,0.05760163681289636,0.0,-0.06572263662998244,0.0,-0.13674839416966583,-0.005991124395366351,0.0
2017-05-31,0.055057100574854974,0.016474163221371844,0.04292175940133429,0.07816136836273373,0.0,0.0,-0.03281712289450184,-0.16525972452170135,-0.10469903056993762,-0.05523721389901255,-0.03216937563487823,-0.03891476431884075,-0.1673208662876428,0.004210314108622493,-0.04111165865236032,-0.025614145389569923,-0.13237468243423575,-0.03863028035706337,-0.1718316625199316,0.09767397229992164,-0.12517911450988511,0.0,0.017426385369739533,-0.10961592225025248,-0.05510761852570044,0.20557051429214881,0.0,-0.1685095003492588,0.0,0.10492087112699242,0.06000182586707557,0.2954049432585337,0.1043517371224725,-0.10009558925078015,0.0,0.050415636566978686,-0.0719583208993338,0.0242387031439546,0.0,-0.08956403868656662,0.03316991452624264,0.048219192497857194,-0.057664552447555355,-0.03679226294394965,0.008162940565917166,-0.021172717646358086,-0.08434257541350215,-0.0002600139423150072,-0.19464749887549407,-0.07627225652728853,-0.07065427264715285,-0.005353423908741155,-0.19266419919470118,0.08105347709685695,-0.01873129710502644,0.06931303214687032,0.03213749665932368,-0.10023207244480684,-0.07514185532769793,0.01492033263638301,-0.1206037547482924,0.06794632311771966,-0.00967347315964109,0.0,0.006884744826068795,-0.041306475265479994,-0.07454480764340343,0.0,0.04206155518729296,0.042346545260680137,0.029788558993667724,0.02967578445931878,0.26309580430079804,-0.12634283450321615,0.03672341187882211,-0.049581500540324425,-0.10626427951860751,0.0,0.014793595618850325,0.0,-0.2262071422412072,0.09582686630032755,-0.021835808931310638,-0.03668158076722064,-0.02398343705725041,0.014477682253247151,-0.09048196007503333,0.0,-0.08141579331273369,0.05171962907309712,-0.02800974945958884,0.0,0.05358004015667119,0.0,0.0,0.087074498927902,-0.028932524213763147,-0.0007446408969623451,0.06046509585347162,0.04916049227669311,0.0,-0.06674373703253395,0.0,-0.14198474070789363,-0.0063627836540709175,0.0
2017-06-30,0.04549180422896322,0.014024837380184962,0.02524110866578333,0.08231982510187477,0.0,0.0,-0.031094635105739774,-0.1493572115460264,-0.10701123675291516,-0.058430628596637224,-0.037511300139194126,-0.052772281894574904,-0.20051646091712472,-0.010415325181881124,-0.040633964571598014,-0.023497915257677554,-0.1325637751784624,-0.05050933308444264,-0.18980976556734525,0.10681395123016636,-0.12551699120533605,0.0,0.01705400762923835,-0.11026698472133994,-0.06507609997386907,0.1911620096985096,0.0,-0.1915658636078746,0.0,0.09649258462307539,0.05836562431344468,0.2806853865495893,0.10336922011104258,-0.07256380512198472,0.0,0.04837824047722525,-0.07641008113121461,0.031471922202323435,0.0,-0.09539472583137211,0.034315833875750996,0.044013675779945305,-0.06351623631675436,-0.041389044618214445,0.008253103101107419,-0.028011798443935337,-0.05301532856886611,-0.008356676399409374,-0.206981437965644,-0.08188701365411612,-0.06982501271091389,-0.012182543340037516,-0.19695219063173108,0.1026919184095063,-0.031409998127103475,0.06764607670651349,0.022214756105417913,-0.07764444149531005,-0.0822103357114847,0.009514599047080657,-0.1183371131556749,0.06079399120741661,-0.008752776413116985,0.0,0.010319983381632689,-0.04090265219968402,-0.07089539929004156,0.0,0.044977426433427906,0.04645851125852131,0.025711053624807433,0.02123686972548448,0.2768683960393152,-0.11387355597182759,0.03272693825438158,-0.035454194114328805,-0.10510453632826834,0.0005269408634261373,0.01798235716036145,0.0,-0.24059492130768095,0.10128979051235934,-0.028778469357590056,-0.03562432806698297,-0.02463201743348535,0.013757122022343644,-0.09722577973926957,0.0,-0.09009436609587691,0.04482544914114063,-0.034802935804418844,0.0,0.03720875324361598,0.0,0.0,0.09129855789898705,-0.04699623519519626,0.0020879261462356654,0.05722986874594488,0.04936870252739993,0.0,-0.07465229779423072,0.0,-0.15425973817819058,-0.012673503563236172,0.0
2017-07-31,0.04676139622533963,0.008867266015481358,0.006203357603503511,0.0760401488644328,0.0,0.0,-0.03932960163669361,-0.1462792842974457,-0.10755519772215437,-0.05267559136227175,-0.043908037432105064,-0.057944559802627076,-0.21076159480824241,-0.019344210818830115,-0.03804316767670882,-0.037250836973838894,-0.14391331059491547,-0.050959623122041844,-0.20333767312560896,0.09685841366009254,-0.14501667085910355,0.0,0.003154561239190702,-0.11398833479778593,-0.06387306529643852,0.17518312872178593,0.0,-0.190391217079401,0.0,0.10024092569064617,0.04499395812439883,0.2719501126518368,0.08209351449297381,-0.07430240101867429,0.0,0.0490141844321616,-0.08203211827852888,0.024186867401345902,0.0,-0.09770160045578775,0.038383522949177164,0.029805665384945654,-0.06073692644813866,-0.03951444036294051,0.008485305663526631,-0.01976134575849428,-0.07986746535651287,-0.008993286999558592,-0.21471943384314507,-0.09388185443747167,-0.08201290209296672,-0.021382806309495517,-0.19909563342732745,0.10475304028595124,-0.04382577531299134,0.06055343935567095,0.012440065270486314,-0.08002524348820117,-0.08242845852063256,0.015210945292009365,-0.12210085101655399,0.04631206160556508,-0.006254253610562324,0.0,0.00630788898496612,-0.05289587172596006,-0.07891676868509491,0.0,0.02879024595156129,0.03055961491871279,0.027042590142150595,0.02215782981849187,0.2770181644135293,-0.12319885817612564,0.03835169023882648,-0.0376810375277038,-0.10607668468753399,0.0005617804191737418,0.02925441953892058,0.0,-0.2466843680690931,0.09222732088376712,-0.04765663904832784,-0.04388535251744538,-0.024324156992832913,0.001180517325213598,-0.09835057721095938,0.0,-0.09247799891559234,0.04500323568099762,-0.035023816420241605,0.0,0.025222383778910965,0.0,0.0,0.0828108997912491,-0.045845951051656945,0.00631441949563512,0.047479277768557114,0.0326590811659348,-0.0023004720817355485,-0.08122112519075467,0.0,-0.15045794961018666,-0.020075610465078095,0.0
